GEOID,year,gini,earn,home,rent,pct_white,pct_black,household_size,median_age,education,pct_foreign,pct_foreign_lat,pct_moved_dom,pct_moved_int,unemployment,population,density
35031,2012,0.4874,16652,81300,539,16.895726685955932,0.6023258401958602,4.103664801918027,30.3,4.192632984642778,2.3981749387936793,0,4.700367237925662,0.21004896505675497,11.745805069617994,71888,5.09191080800971
35031,2013,0.4967,16550,74900,537,16.79770080002211,0.46011634172965055,4.152923624261204,30.5,3.895099001008664,2.66950382048554,0,4.225332651679493,0.2832548049687038,11.999346752133262,72373,5.12626392315945
35031,2014,0.5057,15917,70600,546,16.658000602063435,0.6130100435127666,4.091479117679991,30.7,3.901097397443967,2.2796310993131006,0,4.334856736268849,0.4720724665444295,14.136104484250536,73082,5.17648321932681
35031,2015,0.5085,15498,68300,NA,16.93289007811022,0.8148868888348334,4.0109491029324085,30.8,3.9149706748831052,2.2662774669585666,1.3149004027135869,5.323116840995703,0.43649828373739835,15.7295954026559,73998,5.2413645667024
35031,2016,0.5121,15695,68000,634,16.02238183627902,0.5138137895784575,3.919548713622944,30.8,3.8388077367982136,2.1816910122938693,1.0962257552524681,4.566486428321631,0.46135636079950504,15.824421881635331,74346,5.26601381221191
37187,2012,0.4702,19816,91800,633,46.366068016813145,50.3782957585021,2.5677001569858713,43.6,5.013374092472297,2.6901031715705006,0,7.030951471150172,0.015284677111196025,20.553282680693552,13085,13.4271165402932
37187,2013,0.4785,20181,89000,585,46.45006945516283,50.223799969131036,2.5628955696202533,44.3,4.892730359623398,1.9910480012347587,0,6.953233523691928,0.04630344188918043,20.622878818127372,12958,13.2967960358517
37187,2014,0.472,19667,82600,638,46.88011217574199,50.29991431019709,2.504291845493562,44.3,3.9261509698527695,2.150035054919374,0,5.5386772610423,0.023369946249123627,16.328205128205127,12837,13.1726324056358
37187,2015,0.4725,20723,82700,635,46.716135143669085,48.91064098515946,2.428680981595092,45.1,4.160088411746132,2.6286706662456583,2.5181559835806757,4.610041048310705,0.02368171771392485,13.65904365904366,12668,12.9992137816152
37187,2016,0.4833,18629,82400,679,46.50883787890906,48.62033112053108,2.4030367095906207,44.9,4.470926977525394,2.383427977285452,2.375429896824762,3.639126609613693,0.16795968967447814,15.505617977528091,12503,12.8298997404116
38013,2012,0.4895,27341,59900,475,97.3644952759821,1.2431626056688214,1.997020854021847,46.2,8.851317752362009,2.834410740924913,0,3.6797613127797115,0,0.6430868167202572,2011,0.687764031169728
38013,2013,0.4463,28606,77900,607,96.65711556829035,0.9073543457497613,2.079443892750745,39.9,9.025787965616045,3.772683858643744,0.620821394460363,4.2502387774594075,0,1.3171225937183384,2094,0.716150115002193
